"uoc_id","uoc","saf_id","organismo","tipo","rubro_modal","anclado","n_adj","n_sup","escala_med","share_directa","acceso","contenido","sede_localidad","sede_provincia","anio_fundacion","credito_vigente","estructura","n_sedes","P_antiguedad","P_presupuesto","A_escala","A_directa","A_tipo","A_antiguedad","A_juris","A_rango","A_presupuesto","N_distribuido","N_tamano"
"101|98/00 - Dir. Compras","98/00 - Dir. Compras","101","101 - Fundación Miguel Lillo","ciencia_universidad","ELECTRICIDAD Y TELEFONIA",FALSE,384,194,1233117.19834313,0.864583333333333,0.0913760609081057,-0.463123433130391,"San Miguel de Tucumán","Tucumán",1931,6804.703921,"administracion_descentralizada",1,"antiguo","bajo","chica","mayoria_directa","ciencia_universidad","antiguo","Tucumán","descentralizada","bajo","una_sede","grande"
"107|74/11 - Dirección Regional Patagonia Norte - APN","74/11 - Dirección Regional Patagonia Norte - APN","107","107 - Administración de Parques Nacionales","administracion","INFORMATICA",TRUE,81,54,498330.068369737,0.0246913580246914,-0.0518643787588029,-0.567311889721762,"San Carlos de Bariloche","Río Negro",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","mixto","administracion","antiguo","Río Negro","descentralizada","medio","distribuido","chica"
"107|74/13 - PARQUE NACIONAL CAMPO DE LOS ALISOS","74/13 - PARQUE NACIONAL CAMPO DE LOS ALISOS","107","107 - Administración de Parques Nacionales","administracion","MANT. REPARACION Y LIMPIEZA",TRUE,37,26,2814983.11640941,0.027027027027027,-0.1268017041881,-0.510847764571544,"Campo de los Alisos","Tucumán",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","mixto","administracion","antiguo","Tucumán","descentralizada","medio","distribuido","chica"
"107|74/15 - Parque Nacional Sierra de las Quijadas - Dpto. Administracion","74/15 - Parque Nacional Sierra de las Quijadas - Dpto. Administracion","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,77,51,1220728.27097351,0.012987012987013,0.0676612989018392,-0.569983379216883,"San Luis","San Luis",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","mixto","administracion","antiguo","San Luis","descentralizada","medio","distribuido","chica"
"107|74/16 - Delegación Centro DRC - APN","74/16 - Delegación Centro DRC - APN","107","107 - Administración de Parques Nacionales","administracion","MANT. REPARACION Y LIMPIEZA",TRUE,36,21,3511743.60070597,0.138888888888889,-0.14093981481163,-0.226349288481949,"CABA","CABA",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","mixto","administracion","antiguo","CABA","descentralizada","medio","distribuido","chica"
"107|74/17 - Parque Nacional Talampaya","74/17 - Parque Nacional Talampaya","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,167,71,2446965.04076005,0,0.000474699038456034,-0.627025929801308,"Villa Unión","La Rioja",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","sin_directa","administracion","antiguo","La Rioja","descentralizada","medio","distribuido","media"
"107|74/18 - CENTRO DE FORMACION Y CAPACITACION EMBALSE","74/18 - CENTRO DE FORMACION Y CAPACITACION EMBALSE","107","107 - Administración de Parques Nacionales","administracion","ARTICULOS DEL HOGAR",TRUE,65,49,2594175.74548851,0.0307692307692308,0.00468061689313374,-0.370551311802743,"Embalse","Córdoba",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","mixto","administracion","antiguo","Córdoba","descentralizada","medio","distribuido","chica"
"107|74/19 - Parque Nacional El Leoncito","74/19 - Parque Nacional El Leoncito","107","107 - Administración de Parques Nacionales","administracion","REPUESTOS",TRUE,87,64,633048.191330182,0.0344827586206897,-0.0920163790245483,-0.59420156818879,"Barreal","San Juan",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","mixto","administracion","antiguo","San Juan","descentralizada","medio","distribuido","chica"
"107|74/20 - Parque Nacional Quebrada del Condorito","74/20 - Parque Nacional Quebrada del Condorito","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,129,74,2057572.57135004,0.0232558139534884,-0.029493651690489,-0.520486198808058,"Parque Nacional Quebrada del Condorito","Córdoba",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","mixto","administracion","antiguo","Córdoba","descentralizada","medio","distribuido","media"
"107|74/21 - Monumento Natural Laguna de los Pozuelos","74/21 - Monumento Natural Laguna de los Pozuelos","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,35,27,2023320,0,-0.0508910845213594,-0.481171869725304,"Laguna de los Pozuelos","Jujuy",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","sin_directa","administracion","antiguo","Jujuy","descentralizada","medio","distribuido","chica"
"107|74/24 - Direccion Regional NEA","74/24 - Direccion Regional NEA","107","107 - Administración de Parques Nacionales","administracion","MANT. REPARACION Y LIMPIEZA",TRUE,40,28,1546437.07432029,0,-0.0956514499937971,-0.461952781388609,"Puerto Iguazú","Misiones",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Misiones","descentralizada","medio","distribuido","chica"
"107|74/25 - Parque Nacional Ciervo de los Pantanos","74/25 - Parque Nacional Ciervo de los Pantanos","107","107 - Administración de Parques Nacionales","administracion","BAZAR Y MENAJE",TRUE,177,97,1193861.36462346,0.00564971751412429,0.139096984108126,-0.565704220098882,"Campana","Buenos Aires",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","mixto","administracion","antiguo","Buenos Aires","descentralizada","medio","distribuido","media"
"107|74/26 - Parque Nacional Mburucuya","74/26 - Parque Nacional Mburucuya","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,105,61,1022341.01390164,0,0.0569665702894015,-0.569826521774157,"Mburucuyá","Corrientes",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Corrientes","descentralizada","medio","distribuido","media"
"107|74/27 - Parque Nacional Chaco","74/27 - Parque Nacional Chaco","107","107 - Administración de Parques Nacionales","administracion","FERRETERIA",TRUE,170,101,1207924.49566081,0.0235294117647059,0.0593381729418853,-0.53078726560023,"Capitán Solari","Chaco",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","mixto","administracion","antiguo","Chaco","descentralizada","medio","distribuido","media"
"107|74/28 - Parque Nacional Río Pilcomayo","74/28 - Parque Nacional Río Pilcomayo","107","107 - Administración de Parques Nacionales","administracion","EQUIPO DE OFICINA Y MUEBLES",TRUE,179,103,756121.85904037,0,-0.0830889557960625,-0.590975601744293,"Clorinda","Formosa",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Formosa","descentralizada","medio","distribuido","media"
"107|74/29 - Parque Nacional Laguna Blanca","74/29 - Parque Nacional Laguna Blanca","107","107 - Administración de Parques Nacionales","administracion","REPUESTOS",TRUE,87,58,702466.241322167,0.0344827586206897,0.0134234589986858,-0.523443750142832,"Laguna Blanca","Catamarca",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","mixto","administracion","antiguo","Catamarca","descentralizada","medio","distribuido","chica"
"107|74/30 - Parque Nacional Perito Moreno","74/30 - Parque Nacional Perito Moreno","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,58,49,1208098.87759968,0,0.161587239122595,-0.610092819949763,"Perito Moreno","Santa Cruz",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Santa Cruz","descentralizada","medio","distribuido","chica"
"107|74/31 - Parque Nacional Lihué Calel","74/31 - Parque Nacional Lihué Calel","107","107 - Administración de Parques Nacionales","administracion","ARTICULOS DEL HOGAR",TRUE,158,89,1336799.6867205,0.0189873417721519,0.0612279934044081,-0.56409778068595,"Lihué Calel","La Pampa",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","mixto","administracion","antiguo","La Pampa","descentralizada","medio","distribuido","media"
"107|74/32 - PARQUE NACIONAL MONTE LEÓN","74/32 - PARQUE NACIONAL MONTE LEÓN","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,102,59,1299450.79875144,0,-0.0774613992308686,-0.536300916096843,"Monte León","Santa Cruz",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Santa Cruz","descentralizada","medio","distribuido","media"
"107|74/33 - Monumento Natural Bosques Petrificados","74/33 - Monumento Natural Bosques Petrificados","107","107 - Administración de Parques Nacionales","administracion","REPUESTOS",TRUE,44,36,1298296.29243941,0,0.0862634645270293,-0.661638938553593,"Jaramillo","Santa Cruz",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Santa Cruz","descentralizada","medio","distribuido","chica"
"107|74/34 - Direccion de Lucha Contra Incendios Forestales y Emergencias - Administración de Parques Nacionales","74/34 - Direccion de Lucha Contra Incendios Forestales y Emergencias - Administración de Parques Nacionales","107","107 - Administración de Parques Nacionales","administracion","ELECTRICIDAD Y TELEFONIA",TRUE,360,158,2447017.64022322,0.00833333333333333,0.169653483070683,-0.489557484504563,"CABA","CABA",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","mixto","administracion","antiguo","CABA","descentralizada","medio","distribuido","media"
"107|74/35 - Parque Nacional Copo","74/35 - Parque Nacional Copo","107","107 - Administración de Parques Nacionales","administracion","ELECTRICIDAD Y TELEFONIA",TRUE,146,92,904829.371522277,0,-0.148017903055914,-0.532158906164433,"Pampa del Infierno","Chaco",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Chaco","descentralizada","medio","distribuido","media"
"107|74/36 - Reserva Natural Formosa","74/36 - Reserva Natural Formosa","107","107 - Administración de Parques Nacionales","administracion","FERRETERIA",TRUE,73,52,513283.114207852,0,-0.0698091082948934,-0.550632311925627,"Formosa","Formosa",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Formosa","descentralizada","medio","distribuido","chica"
"107|74/37 - Parque Nacional San Guillermo","74/37 - Parque Nacional San Guillermo","107","107 - Administración de Parques Nacionales","administracion","ARTICULOS DEL HOGAR",TRUE,34,23,2302099.71055097,0,-0.0144219279673962,-0.680868643870728,"San Guillermo","San Juan",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","sin_directa","administracion","antiguo","San Juan","descentralizada","medio","distribuido","chica"
"107|74/38 - Parque Interjurisdiccional Marino Costero Patagonia","74/38 - Parque Interjurisdiccional Marino Costero Patagonia","107","107 - Administración de Parques Nacionales","administracion","ARTICULOS DEL HOGAR",TRUE,43,30,1245292.41000808,0,-0.0679901549866874,-0.633823663319104,"Puerto Madryn","Chubut",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Chubut","descentralizada","medio","distribuido","chica"
"107|74/40 - RESERVA NATURAL ESTRICTA SAN ANTONIO","74/40 - RESERVA NATURAL ESTRICTA SAN ANTONIO","107","107 - Administración de Parques Nacionales","administracion","INDUMENT TEXTIL Y CONFECCIONES",TRUE,29,22,1832622.27036881,0.0344827586206897,0.0466723858504394,-0.518807150432069,"San Antonio","Misiones",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","mixto","administracion","antiguo","Misiones","descentralizada","medio","distribuido","chica"
"107|74/41 - Reserva Nacional Pizarro","74/41 - Reserva Nacional Pizarro","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,30,25,899240.76419977,0.0333333333333333,-0.0827849419941092,-0.637947148046771,"General Mosconi","Salta",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","mixto","administracion","antiguo","Salta","descentralizada","medio","distribuido","chica"
"107|74/42 - Unidad de Compras - Parque Nacional Campos del Tuyú","74/42 - Unidad de Compras - Parque Nacional Campos del Tuyú","107","107 - Administración de Parques Nacionales","administracion","REPUESTOS",TRUE,36,29,813811.508551777,0,-0.0446571014755527,-0.588917487604045,"General Lavalle","Buenos Aires",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Buenos Aires","descentralizada","medio","distribuido","chica"
"107|74/43 - Parque Nacional Patagonia","74/43 - Parque Nacional Patagonia","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,40,32,2163660.93813947,0,0.045161705207744,-0.448822820193726,"El Chaltén","Santa Cruz",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","sin_directa","administracion","antiguo","Santa Cruz","descentralizada","medio","distribuido","chica"
"107|74/44 - Parque Nacional el Impenetrable","74/44 - Parque Nacional el Impenetrable","107","107 - Administración de Parques Nacionales","administracion","ALIMENTOS",TRUE,162,61,787312.90117264,0,-0.113630646149264,-0.591702408948946,"Juan José Castelli","Chaco",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Chaco","descentralizada","medio","distribuido","media"
"107|74/45 - Parque Nacional Islas de Santa Fe","74/45 - Parque Nacional Islas de Santa Fe","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,79,46,717690,0,-0.166257540948885,-0.721790034503549,"Santa Fe","Santa Fe",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Santa Fe","descentralizada","medio","distribuido","chica"
"107|74/46 - Parque Nacional Iberá","74/46 - Parque Nacional Iberá","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,208,101,1725486.85613935,0,0.0607050192658119,-0.64851026493196,"Colonia Carlos Pellegrini","Corrientes",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","sin_directa","administracion","antiguo","Corrientes","descentralizada","medio","distribuido","media"
"107|74/47 - Dirección Regional Patagonia Austral - APN","74/47 - Dirección Regional Patagonia Austral - APN","107","107 - Administración de Parques Nacionales","administracion","REPUESTOS",TRUE,52,34,1616309.15846399,0.0384615384615385,-0.041236333488081,-0.547960659583197,"Río Gallegos","Santa Cruz",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","mixto","administracion","antiguo","Santa Cruz","descentralizada","medio","distribuido","chica"
"107|74/48 - Parque Interjurisdiccional Marino Makenke","74/48 - Parque Interjurisdiccional Marino Makenke","107","107 - Administración de Parques Nacionales","administracion","EQUIPO DE OFICINA Y MUEBLES",TRUE,22,20,1537291.29378165,0,0.21808972710142,-0.472525014562242,"Puerto Deseado","Santa Cruz",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Santa Cruz","descentralizada","medio","distribuido","chica"
"107|74/49 - Unidad Coordinadora de Proyectos con Financiamiento Externo - UCEFE","74/49 - Unidad Coordinadora de Proyectos con Financiamiento Externo - UCEFE","107","107 - Administración de Parques Nacionales","administracion","EQUIPOS",TRUE,33,28,5150199.20357366,0,0.576829082365822,-0.375437799382215,"CABA","CABA",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","grande","sin_directa","administracion","antiguo","CABA","descentralizada","medio","distribuido","chica"
"107|74/50 - Parque Nacional traslasierra","74/50 - Parque Nacional traslasierra","107","107 - Administración de Parques Nacionales","administracion","REPUESTOS",TRUE,57,43,447569.351836721,0,-0.0796701553667671,-0.680325668364208,"Villa Dolores","Córdoba",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","sin_directa","administracion","antiguo","Córdoba","descentralizada","medio","distribuido","chica"
"107|74/52 - PARQUE FEDERAL CAMPO SAN JUAN","74/52 - PARQUE FEDERAL CAMPO SAN JUAN","107","107 - Administración de Parques Nacionales","administracion","INDUMENT TEXTIL Y CONFECCIONES",TRUE,69,42,1135878.38555769,0.0144927536231884,-0.0908205439414092,-0.55904846087996,"Campo San Juan","Misiones",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","chica","mixto","administracion","antiguo","Misiones","descentralizada","medio","distribuido","chica"
"107|74/6 - Parque Nacional Calilegua","74/6 - Parque Nacional Calilegua","107","107 - Administración de Parques Nacionales","administracion","MANT. REPARACION Y LIMPIEZA",TRUE,72,45,2702237.9122171,0.0277777777777778,0.0650610847064966,-0.589728062325981,"Calilegua","Jujuy",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","media","mixto","administracion","antiguo","Jujuy","descentralizada","medio","distribuido","chica"
"107|74/8 - Parque Nacional Los Glaciares","74/8 - Parque Nacional Los Glaciares","107","107 - Administración de Parques Nacionales","administracion","MANT. REPARACION Y LIMPIEZA",TRUE,71,43,6854568,0.0563380281690141,0.062595604593211,-0.360680740914412,"El Calafate","Santa Cruz",1934,73596.265501,"administracion_descentralizada",48,"antiguo","medio","grande","mixto","administracion","antiguo","Santa Cruz","descentralizada","medio","distribuido","chica"
"108|75 - Instituto Nacional del Agua - Departamente Compras","75 - Instituto Nacional del Agua - Departamente Compras","108","108 - Instituto Nacional del Agua","ciencia_universidad","EQUIPOS",FALSE,330,191,5976734.60197165,0.0181818181818182,0.420173041554482,-0.358629895791488,"Ezeiza","Buenos Aires",1973,7314.532954,"administracion_descentralizada",1,"medio","bajo","grande","mixto","ciencia_universidad","medio","Buenos Aires","descentralizada","bajo","una_sede","media"
"109|76/000 - Gerencia de Administración y Capital Humano - SIGEN","76/000 - Gerencia de Administración y Capital Humano - SIGEN","109","109 - Sindicatura General de la Nación","administracion","MANT. REPARACION Y LIMPIEZA",FALSE,333,175,2171178.32883828,0.726726726726727,0.262341764758816,-0.302790708608449,"CABA","CABA",1992,18837.460006,"administracion_descentralizada",1,"medio","medio","media","mayoria_directa","administracion","medio","CABA","descentralizada","medio","una_sede","media"
"112|16/000 - Dirección General de Administración-ARN","16/000 - Dirección General de Administración-ARN","112","112 - Autoridad Regulatoria Nuclear","ciencia_universidad","SERV. PROFESIONAL Y COMERCIAL",FALSE,734,298,2318177.40703584,0.494550408719346,0.283794960687644,-0.303256845469416,"CABA","CABA",1997,15301.712592,"administracion_descentralizada",1,"reciente","bajo","media","mixto","ciencia_universidad","reciente","CABA","descentralizada","bajo","una_sede","grande"
"113|17 - Oficina de Compras- TNC","17 - Oficina de Compras- TNC","113","113 - Teatro Nacional Cervantes","cultura_educacion","ELECTRICIDAD Y TELEFONIA",FALSE,731,306,1481057.78782845,0.785225718194254,0.138521701357932,-0.494947063614015,"CABA","CABA",1921,8940.294857,"administracion_descentralizada",1,"antiguo","bajo","chica","mayoria_directa","cultura_educacion","antiguo","CABA","descentralizada","bajo","una_sede","grande"
"114|18 - Area Compras-INAES","18 - Area Compras-INAES","114","114 - Instituto Nacional de Asociativismo y Economía Social","administracion","MANT. REPARACION Y LIMPIEZA",FALSE,237,141,4828209.47218424,0.248945147679325,0.230378108157387,-0.258789454798765,"CABA","CABA",1996,19632.372112,"administracion_descentralizada",1,"medio","medio","grande","mixto","administracion","medio","CABA","descentralizada","medio","una_sede","media"
"116|92 - Departamento de Compras y Contrataciones- BN","92 - Departamento de Compras y Contrataciones- BN","116","116 - Biblioteca Nacional","cultura_educacion","MANT. REPARACION Y LIMPIEZA",FALSE,515,208,7787498.48487837,0.638834951456311,0.201769302203432,-0.210719775116582,"CABA","CABA",1810,25912.987032,"administracion_descentralizada",1,"antiguo","medio","grande","mayoria_directa","cultura_educacion","antiguo","CABA","descentralizada","medio","una_sede","grande"
"117|20 - Dirección General de Administración - INT","20 - Dirección General de Administración - INT","117","117 - Instituto Nacional del Teatro","cultura_educacion","SERV. PROFESIONAL Y COMERCIAL",FALSE,81,50,4554863.16215242,0.617283950617284,0.212030128606705,-0.298464582680295,"CABA","CABA",1997,6425.748555,"administracion_descentralizada",1,"reciente","bajo","grande","mayoria_directa","cultura_educacion","reciente","CABA","descentralizada","bajo","una_sede","chica"
"120|491/0 - Dirección General Técnica y Administrativa - ADN","491/0 - Dirección General Técnica y Administrativa - ADN","120","120 - Agencia de Deportes Nacional","administracion","INDUMENT TEXTIL Y CONFECCIONES",FALSE,34,31,12142000.8992225,0.411764705882353,0.399480226381807,-0.209497316930149,"CABA","CABA",2001,NA,"administracion_descentralizada",1,"reciente","sin_presupuesto","grande","mixto","administracion","reciente","CABA","descentralizada","sin_presupuesto","una_sede","chica"
